Timestamp,Questão 1 - Você trabalha como:,Questão 2 - Qual a sua idade?,Questão 3 - Quanto tempo você tem de experiência profissional?,Questão 4 - Você trabalha com?,Questão 5 - Qual o tamanho da empresa onde trabalha (ou da qual é dono)?,Questão 6 - Há quanto tempo você passou a trabalhar de forma 100% remota devido à pandemia?,"Questão 7 - Após migrar para remoto, você está agora trabalhando:",Questão 8 - Você considera que sua produtividade nesse período:,"Questão 9 - SE  considera que  sua produtividade AUMENTOU, marque os motivos (você pode marcar mais de um item):","Questão 10 - SE considera que a sua produtividade DIMINUIU, marque os motivos (você pode marcar mais de um item):",Questão 11 - Quais ferramentas de comunicação você PASSOU a usar para trabalho remoto (pode-se responder mais de uma ferramenta; mas apenas aquelas que não usava com frequência antes):,Questão 12 - Qual é o processo de desenvolvimento usado por sua empresa?,"Questão 13 - Quais as principais mudanças que ocorreram nesse processo de desenvolvimento para facilitar o trabalho remoto? (exemplo: eventos que, possivelmente, foram remodelados, como daily meetings)",Questão 13 CURADA,Q13 - Categorias,Questão 14 - Alguma prática de programação adotada na sua empresa foi afetada? (exemplo: pair programming),Questão 15 - A sua empresa recomenda que você sempre fique online durante o horário de trabalho?,Questão 16 - A sua empresa passou a adotar alguma nova política ou ferramenta para acompanhar a sua produtividade?,"Questão 16a - Se respondeu SIM à pergunta anterior, por favor explique sua resposta.",Questão 17 - A empresa forneceu o equipamento necessário para você trabalhar de casa?,"Questão 18 - Após a pandemia, se pudesse escolher, você gostaria de continuar trabalhando remotamente?","Se quiser, deixe aqui qualquer comentário ou sugestão:"
4/7/2020 16:58:01,Desenvolvedor ou equivalente,menos de 30 anos,menos de 2 anos,Estagiário,Entre 51 e 100 funcionários,Cerca de 3 semanas,Mais horas por dia,Continuou a mesma,,,"Google Hangouts, Slack, WhatsApp, Discord","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","As reuniões diárias passaram a ser onlines, faz falta a interação, mas em questão de repassar conteúdo continua na mesma.",Nenhuma,,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
4/7/2020 17:01:45,Desenvolvedor ou equivalente,menos de 30 anos,entre 5 e 10 anos,Carteira assinada e Autônomo de 20 às 22h,Mais de 100 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos stress e tempo perdido no deslocamento para o trabalho, Os resultados do time ficaram mais evidentes em cada entrega",,"Slack, Zoom, Google Meets","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Não há mais o receio de falar que o companheiro não fez um bom trabalho; As tarefas de todos são reportadas num mural; O meet up é mais rápido e preciso. Pouco ""papo furado"".","Não há mais o receio de falar que o companheiro não fez um bom trabalho; As tarefas de todos são reportadas num mural; O meet up é mais rápido e preciso. Pouco ""papo furado"".",Comunicação,Não,Não,Não,,Sim,"Sim, gostaria de continuar de forma totalmente remota",Poderiam ter mais opções para respostas abertas.
4/7/2020 17:18:59,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 2 semanas,Menos horas por dia,Continuou a mesma,Menos stress e tempo perdido no deslocamento para o trabalho,Não consigo manter o foco e me distraio com outras atividades.,"WhatsApp, Zoom, Microsoft Teams","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",não ocorreram mudanças,Nenhuma,,Não,Não,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
4/7/2020 17:20:36,Desenvolvedor ou equivalente,entre 30 e 45 anos,entre 2 e 5 anos,"carteira assinada, horista",Entre 10 e 50 funcionários,Cerca de 2 semanas,O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,,,"Google Hangouts, WhatsApp, tawk chat","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",não há mais daily meetings nem sprints. As demandas vão sendo enviadas e sempre como urgencia.,não há mais daily meetings nem sprints. As demandas vão sendo enviadas e sempre como urgencia.,Reunião,Não,Sim,Sim,Envio de emails diários ao final de cada turno informando as atividades feitas durante o turno.,Sempre utilizei meu macbook. A empresa não tem macbook proprio.,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
4/7/2020 17:21:23,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,Autônomo,Mais de 100 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Aumentou,"Menos stress e tempo perdido no deslocamento para o trabalho, Maior conforto em casa do que no trabalho., Flexibilidade de horas de execução",,"Google Hangouts, Slack, WhatsApp, Telegram","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Daily meetings, Acompanhamento das tarefas com reports diários","Daily meetings, Acompanhamento das tarefas com reports diários",Reunião,Não,Sim,Sim,"Report de desempenho diários (planejamento de tarefas, chamados concluídos)",Sim,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
4/7/2020 17:23:17,Desenvolvedor ou equivalente,menos de 30 anos,menos de 2 anos,"Carteira assinada, em tempo integral",Entre 51 e 100 funcionários,Cerca de 3 semanas,Mais horas por dia,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho",,"Google Hangouts, Slack, WhatsApp, Meet","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",As daily agora contam com a participação de mais pessoas.,As daily agora contam com a participação de mais pessoas.,Reunião,Não,Sim,Sim,Constantemente são enviados guias de como trabalhar remotamente. Guias de exercícios a serem realizados e os superiores estão acompanhando mais de perto as atividades.,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
4/7/2020 17:24:12,Desenvolvedor ou equivalente,menos de 30 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Entre 51 e 100 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho",,Microsoft Teams,Nenhum,Reuniões antes presenciais agora são via Teams,Nenhuma,,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
4/7/2020 17:32:00,Desenvolvedor ou equivalente,menos de 30 anos,entre 5 e 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Maior conforto em casa do que no trabalho.",,"Zoom, mas já era utilizada antes.","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","A empresa já adotava home office como opção em alguns dias da semana, então todas as reuniões eram realizadas por vídeo conferência, mesmo havendo parte da equipe no escritório. Além disso já estávamos acostumados com times distribuídos e com pareamento remoto. Dito isso, não enxerguei grandes mudanças nas rotinas de trabalho.",Nenhuma,,Não,Sim,Não,,Sim,"Não, eu gostaria de voltar a trabalhar de forma presencial",
4/7/2020 18:11:15,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,Dono da própria empresa,Menos de 10 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Me sinto mais motivado, Maior conforto em casa do que no trabalho.",,"Skype, Google Hangouts, Slack, WhatsApp, Discord","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Daily meetings,Daily meetings,Reunião,Não,Sim,Não,,Sim,"Sim, gostaria de continuar de forma totalmente remota",
4/7/2020 18:41:12,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,Autônomo,Menos de 10 funcionários,Cerca de 3 semanas,Mais horas por dia,Diminuiu,,"Maior dificuldade de comunicação com as pessoas., Não consigo manter o foco e me distraio com outras atividades., Os horários de trabalho da equipe não coincidem, dificultando a colaboração.","WhatsApp, Zoom",Nenhum,Processos sem acompanhamento,Processos sem acompanhamento,Comunicação,Não,Não,Não,,Não,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente","Nem todas as empresas adotam metodologias ágeis no desenvolvimento do seu projeto (ou se adotam, muitas não seguem as rotinas). Faltou essa opção no formulário. No mais, ótimo formulário e tópico de pesquisa."
4/7/2020 18:44:34,Cientista de Dados ou similar,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Diminuiu,,"Lentidão ou falhas de conexão no acesso aos sistemas, servidores e outros recursos de rede via Internet., Não tenho acesso a todos os recursos remotamente (por políticas de segurança, por ex.)","Slack, WhatsApp, Microsoft Teams",Waterfall (cascata) ou equivalente,Daily meetings duas vezes por dia.,Daily meetings duas vezes por dia.,Reunião,Não,Sim,Sim,A priori reunioes duas vezes por dia e planilhas para acompanhamento desses encontros.,Não,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
4/7/2020 18:51:25,Desenvolvedor ou equivalente,entre 30 e 45 anos,entre 5 e 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Diminuiu,,"Não consigo manter o foco e me distraio com outras atividades., Lentidão ou falhas de conexão no acesso aos sistemas, servidores e outros recursos de rede via Internet.","Google Hangouts, Slack, Zoom","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Nenhum, pois ha maioria ja era realizado de forma remota",Nenhuma,,"De certa forma, algumas discussões técnicas sobre melhores práticas com outros times foram bastante reduzidas. Isto não impacta diretamente na minha produtividade mas certamente é uma perda.",Sim,Sim,"Formulário diário com perguntas como: as principais tarefas realizadas durante o dia, se houve algum problema (falha de internet, energia), se houve algum blocker no cliente, o que pretendo realizar amanhã, etc.",Sim,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
4/7/2020 19:10:06,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,Servidor público,Mais de 100 funcionários,Cerca de 3 semanas,Mais horas por dia,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Maior conforto em casa do que no trabalho.",,"Google Hangouts, WhatsApp, Microsoft Teams","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",menos reuniões presenciais,menos reuniões presenciais,Reunião,"pair programming, revisao de código em conjunto",Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
4/7/2020 22:05:53,Desenvolvedor ou equivalente,entre 30 e 45 anos,entre 2 e 5 anos,Autônomo,Menos de 10 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Maior conforto em casa do que no trabalho.",,"Skype, Google Hangouts, WhatsApp, Meet","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Horário flexível,Horário flexível,Jornada de Trabalho,Não,Sim,Não,,Não,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
4/7/2020 22:44:34,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Entre 10 e 50 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Maior conforto em casa do que no trabalho., Tenho melhores recursos de hardware/software em casa do que no trabalho.",,"WhatsApp, Discord",Uma tentativa falha de utilizar métodos ágeis,"Todos ficamos 100% online no Discord durante o expediente, compartilhando tela quando necessário","Todos ficamos 100% online no Discord durante o expediente, compartilhando tela quando necessário",Comunicação,"Sim, usamos o pair para algumas tarefas ainda mais no momento onde estamos realizando uma reestruturação mais complicadas no softwares",Sim,Não,,Não,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
4/8/2020 07:09:55,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,Servidor público,Mais de 100 funcionários,Cerca de 4 semanas (ou mais),Menos horas por dia,Diminuiu,,"Não consigo manter o foco e me distraio com outras atividades., Muitas interrupções de outros membros da família (crianças, cônjuge, etc)., Medo da Covid","WhatsApp, Ocs","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Nenhuma,Nenhuma,,Reuniões,Sim,Não,,Não,"Não, eu gostaria de voltar a trabalhar de forma presencial",
4/8/2020 08:43:43,Desenvolvedor ou equivalente,menos de 30 anos,menos de 2 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Diminuiu,,Maior dificuldade de comunicação com as pessoas.,"WhatsApp, Microsoft Teams","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",dailys por chamada de vídeo,dailys por chamada de vídeo,Reunião,Não,Sim,Não,,Sim,"Não, eu gostaria de voltar a trabalhar de forma presencial",
4/8/2020 09:29:20,DevOps,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,,,Microsoft Teams,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Nesse sentido, nenhum porque mesmo no escritorio, as reuniões de daily eram remoas, pois uma parte da equipe fica em outros escritorios da empresa",Nenhuma,,As reuniões de estimativa,Sim,Não,,Sim,"Sim, gostaria de continuar de forma totalmente remota",
4/8/2020 09:31:22,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 3 semanas,Mais horas por dia,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Me sinto mais motivado, Maior conforto em casa do que no trabalho., Tenho melhores recursos de hardware/software em casa do que no trabalho.",,"Skype, WhatsApp, Microsoft Teams","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Daily remota,Daily remota,Reunião,"Pair programming, continuos integration e continuous delivery",Sim,Não,,Não,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
4/8/2020 09:54:12,Desenvolvedor ou equivalente,entre 30 e 45 anos,entre 5 e 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Maior conforto em casa do que no trabalho.",,"Skype, WhatsApp, Discord","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Daily, gromming e planning estão sendo feitos no Discord","Daily, gromming e planning estão sendo feitos no Discord",Reunião,Pair programming,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
4/8/2020 09:55:59,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Maior conforto em casa do que no trabalho.",,"Google Hangouts, Discord","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","A Scrum Master teve que buscar novas técnicas para a Retrospectiva, como o uso de ferramentas que permitam a interação de todos virtualmente no mesmo espaço. Isto foi utilizado para dinâmicas que antes eram feitas com post-its em quadro, por exemplo. 
Nosso review foi afetado também, pois somos um time de infra-estrutura e nosso principalmente cliente são outros times de desenvolvimento. Logo, nosso review era presencial com outros desenvolvedores e julgamos que seria inviável reunir cerca de 20 pessoas virtualmente. Estamos publicando por e-mail as novidades mais importantes e agrupando alguns tópicos mais relevantes que serão apresentados no próximo review presencial.","A Scrum Master teve que buscar novas técnicas para a Retrospectiva, como o uso de ferramentas que permitam a interação de todos virtualmente no mesmo espaço. Isto foi utilizado para dinâmicas que antes eram feitas com post-its em quadro, por exemplo. 
Nosso review foi afetado também, pois somos um time de infra-estrutura e nosso principalmente cliente são outros times de desenvolvimento. Logo, nosso review era presencial com outros desenvolvedores e julgamos que seria inviável reunir cerca de 20 pessoas virtualmente. Estamos publicando por e-mail as novidades mais importantes e agrupando alguns tópicos mais relevantes que serão apresentados no próximo review presencial.",Ferramenta,"Exatamente o pair programming foi o mais afetado. Era uma prática que utilizávamos em algumas tarefas do Sprint, principalmente nos casos das tarefas mais complexas e também para capacitação em tarefas cujo nível de conhecimento está muito concentrado em poucas pessoas. Suspendemos pair programming e estamos detalhando melhor as tarefas no refinamento.",Sim,Não,,Não,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente","Antes da pandemia nós tínhamos a possibilidade de trabalhar remotamente no máximo 2 dias por semana. Contudo, os encontros Scrum do time obrigatoriamente deveriam ser presenciais assim como outras reuniões que eventualmente fossem marcadas. Por isso, para mim, o maior impacto da pandemia foi nos encontros que antes eram sempre presenciais e agora são feitos virtualmente com o Google Hangouts, utilizando voz e vídeo."
4/8/2020 10:05:34,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 3 semanas,Menos horas por dia,Diminuiu,,"Maior dificuldade de comunicação com as pessoas., Não consigo manter o foco e me distraio com outras atividades., Tenho melhores recursos de hardware/software no trabalho do que em casa., Lentidão ou falhas de conexão no acesso aos sistemas, servidores e outros recursos de rede via Internet.","Skype, Google Hangouts, Discord, JITSI","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","- Reuniões passaram a ser totalmente virtual e com vídeo.
- Time passou a utilizar um quadro virtual.","- Reuniões passaram a ser totalmente virtual e com vídeo.
- Time passou a utilizar um quadro virtual.",Reunião,Pair Programming foram diminuídos.,Sim,Não,,Não,"Não, eu gostaria de voltar a trabalhar de forma presencial",
4/8/2020 10:09:19,Desenvolvedor ou equivalente,menos de 30 anos,entre 5 e 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 2 semanas,O mesmo número de horas diárias que antes da pandemia.,Diminuiu,,"Não consigo manter o foco e me distraio com outras atividades., Tenho melhores recursos de hardware/software no trabalho do que em casa., Lentidão ou falhas de conexão no acesso aos sistemas, servidores e outros recursos de rede via Internet.",Skype,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Encontros de retrospectiva, planning e refinamento passaram a ser remotas, com vídeo chamada",Nenhuma,,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
4/8/2020 10:12:50,Desenvolvedor ou equivalente,menos de 30 anos,entre 5 e 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,,,"Skype, Google Hangouts, WhatsApp","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Todos os eventos foram para ambiente virtual.,Nenhuma,,Evitamos pair programming. Mas refinamento continua o mesmo.,Sim,Não,,Não,"Sim, gostaria de continuar de forma totalmente remota",
4/8/2020 10:25:39,Desenvolvedor ou equivalente,menos de 30 anos,menos de 2 anos,Estagiário,Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,,,Microsoft Teams,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Daily meetings via vídeo conferencia,Nenhuma,,Não,Sim,Não,,Sim,"Sim, gostaria de continuar de forma totalmente remota",
4/8/2020 10:42:03,Desenvolvedor ou equivalente,menos de 30 anos,menos de 2 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 3 semanas,Mais horas por dia,Continuou a mesma,,,Google Hangouts,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",daily e planning meetings online,Nenhuma,,Não,Sim,Não,,Não,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
4/8/2020 10:42:51,Product owner ou equivalente,menos de 30 anos,menos de 2 anos,"Carteira assinada, em tempo integral",Menos de 10 funcionários,Cerca de 3 semanas,Menos horas por dia,Continuou a mesma,Maior conforto em casa do que no trabalho.,,"Google Hangouts, WhatsApp, Trello","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Daily Scrum,Daily Scrum,Reunião,Não,Sim,Não,,Sim,"Sim, gostaria de continuar de forma totalmente remota",
4/8/2020 10:47:01,Desenvolvedor ou equivalente,menos de 30 anos,menos de 2 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Diminuiu,,Não consigo manter o foco e me distraio com outras atividades.,"Zoom, Discord","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","novas reuniões para atualizar a situação da empresa com a pandemia, de forma ocasional","novas reuniões para atualizar a situação da empresa com a pandemia, de forma ocasional",Reunião,Não,Sim,Não,,Sim,"Sim, gostaria de continuar de forma totalmente remota",
4/8/2020 10:51:59,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,,,"Google Hangouts, Discord","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Alguns reuniões Scrum era obrigatoriamente presenciais, agora com essa alteração passamos a fazer elas remotamente (Obviamente). Entre elas o planning e a restrospectiva",Nenhuma,,pair programming foi desencorajado pois não parece tão efetivo remotamente,Sim,Não,,Sim,"Sim, gostaria de continuar de forma totalmente remota",
4/8/2020 11:16:46,Desenvolvedor ou equivalente,menos de 30 anos,entre 5 e 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Maior conforto em casa do que no trabalho.",,Google Hangouts,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Passamos a fazer todas as reuniões de forma virtual, o que ajudou a não pararmos com os sprints",Nenhuma,,"Sim, pair programming está sendo evitado",Sim,Não,,"Não precise, mas eles ofereceram a quem precisava","Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
4/8/2020 11:33:06,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Entre 51 e 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Maior conforto em casa do que no trabalho., Tenho melhores recursos de hardware/software em casa do que no trabalho.",,"WhatsApp, Microsoft Teams","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Nosso time já trabalhava com scrum e daily meetings mesmo estando em loco remotamente utilizando ferramenta de integração.,Nenhuma,,Não,Sim,Não,,"Os equipamentos são pessoais, a empresa apenas forneceu as ferramentas de integração entre o time","Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
4/8/2020 12:04:11,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho",,"Google Hangouts, Discord","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Encontros de refinamento, retrospectiva e planning passaram a ser por vídeo conferência. Review passou a ser apenas por e-mail.
Dailys passaram a ser por chamada de voz.",Nenhuma,,Deixamos de fazer pair programming,Sim,Não,,Sim,"Sim, gostaria de continuar de forma totalmente remota",
4/8/2020 12:24:12,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,,,"Skype, Google Hangouts, WhatsApp, Discord","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","reuniões passaram a ser onlines, com compartilhamento de telas quando necessário",Nenhuma,,Conseguimos nos adaptar,Sim,Não,,já tenho computador em casa e me ajudaram a conectar no remoto,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
4/8/2020 12:43:03,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho",,"Google Hangouts, Zoom, Discord","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Comunicação mais assíncrona. Antes de fazer uma rápida ligação para a Daily, escrevemos o report em uma thread do slack","Comunicação mais assíncrona. Antes de fazer uma rápida ligação para a Daily, escrevemos o report em uma thread do slack",Comunicação,Não,Sim,Não,,Sim,"Sim, gostaria de continuar de forma totalmente remota",
4/8/2020 13:38:08,Desenvolvedor ou equivalente,entre 30 e 45 anos,entre 5 e 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,,,"Google Hangouts, Slack","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Daily meet,Daily meet,Reunião,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
4/8/2020 14:24:34,Desenvolvedor ou equivalente,menos de 30 anos,entre 5 e 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 3 semanas,Mais horas por dia,Diminuiu,,"Não consigo manter o foco e me distraio com outras atividades., Tenho melhores recursos de hardware/software no trabalho do que em casa., Lentidão ou falhas de conexão no acesso aos sistemas, servidores e outros recursos de rede via Internet.",Discord,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Os eventos passaram a serem feitos remotamente pelo discord,Nenhuma,,"Sim, faziamos pair programming e paramos devido a maior dificuldade de fazer isso remotamente.",Sim,Não,,Não,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
4/8/2020 14:45:47,Desenvolvedor ou equivalente,entre 46 e 60 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho",,"Google Hangouts, Discord, Jitsi","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Falta de encontros presenciais, principalmente com  clientes",Nenhuma,,Pair Review,Não,Não,,Não,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
4/8/2020 15:26:16,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,,,Jitsi,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Reuniões, antes não permitidas via remoto, agora são realizadas em chamadas via Skype. Além disso, o limite de 2 dias semanais foi abolido.",Nenhuma,,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
4/8/2020 15:28:12,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Maior conforto em casa do que no trabalho.",,"Google Hangouts, Discord","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Não ocorreram mudanças. Todos os encontros passaram a ser feitos de maneira remova via hangouts.,Nenhuma,,"Sim, pair programming",Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
